Pool,Project,Chain,TVL,APY,APY Base,APY Reward,Change 1d,Change 7d,Outlook,Confidence,Category,IL 7d,APY Base 7d,APY Net 7d,APY Mean 30d,Volume 1d,Volume 7d,APY Base Inception,APY Including LSD APY,APY Base Including LSD APY,APY Base Borrow,APY Reward Borrow,APY Borrow,Total Supply USD,Total Borrow USD,Total Available USD,Pool Meta
PITCHFXS-FXS,Curve DEX,Ethereum,16157,1.46,1.46,,1.12,-22.00242,Down,1,Dexs,,,,28.02887,,,,1.46,1.46,,,,,,,
RSR-BSDETH,Beefy,Base,16156,8.10943,,,-0.30341,0.65411,Stable/Up,1,Yield Aggregator,,,,9.9481,,,,8.10943,0,,,,,,,Aerodrome
WSOL-TRADEWAR,Raydium AMM,Solana,16156,247.98,247.98,,32.91,,Down,3,Dexs,,160.43,160.43,276.27682,43905.34589,345595.42673,,247.98,247.98,,,,,,,Standard - 0.25%
DICE-WSOL,Raydium AMM,Solana,16156,240.66,240.66,,,-77.81,Down,3,Dexs,,496.37,496.37,212.82851,42609.52012,1069262.41037,,240.66,240.66,,,,,,,Standard - 0.25%
USDC-USDC,Arbitrum Exchange V2,Arbitrum,16150,0.03953,0.03953,,0.03749,0.03857,Down,2,Dexs,,0.01623,0.01623,0.02264,34.98347,100.82305,,0.03953,0.03953,,,,,,,
WSOL-,Raydium AMM,Solana,16137,35.48,35.48,,,,Down,3,Dexs,,8.29,8.29,67.00143,6275.09255,17830.2943,,35.48,35.48,,,,,,,Standard - 0.25%
WSOL-GOLD,Raydium AMM,Solana,16131,45.81,45.81,,,,Down,3,Dexs,,16.51,16.51,107.68346,8098.13401,35519.57037,,45.81,45.81,,,,,,,Standard - 0.25%
WETH-AXLETH,Kinetix AMM V3,Kava,16127,0.15011,0.15011,,,-17.98125,Stable/Up,2,Dexs,,,,37.19706,,,,0.15011,0.15011,,,,,,,
WETH-LNDX,Uniswap V3,Arbitrum,16117,4.76006,4.76006,,2.45691,4.13457,Down,1,Dexs,,2.04711,2.04711,1.47373,700.60205,2114.89893,,4.76006,4.76006,,,,,,,0.3%
REKT-WETH,Uniswap V3,Arbitrum,16114,2.35073,2.35073,,1.66451,-0.64541,Stable/Up,1,Dexs,,2.01293,2.01293,2.11973,345.93702,2079.2796,,2.35073,2.35073,,,,,,,0.3%
GPU-WETH,Uniswap V3,Ethereum,16113,22.74901,22.74901,,-24.67034,,Stable/Up,2,Dexs,,2.29282,2.29282,25.83229,1004.24249,4561.84419,,22.74901,22.74901,,,,,,,1%
WSOL-RTBY,Raydium AMM,Solana,16102,65.4,65.4,,,-25.34,Down,3,Dexs,,62.75,62.75,100.62576,11540.42274,134721.37783,,65.4,65.4,,,,,,,Standard - 0.25%
USDC-GDDY,SushiSwap,Polygon,16100,1.67959,1.67959,,0.16766,1.1,Stable/Up,1,Dexs,,1.76846,1.76846,1.23882,246.95639,1825.16149,,1.67959,1.67959,,,,,,,
SOL-GRASS,Kamino Liquidity,Solana,16097,79.31953,79.31953,,-157.41023,6.79787,Down,3,Liquidity manager,,182.70811,182.70811,121.30502,10118.14027,128555.71215,,79.31953,79.31953,,,,,,,
USDC-PAWKINS,Uniswap V3,Polygon,16091,0.00077,0.00077,,0,-0.00013,,,Dexs,,0,,0.07886,0.11282,2.07018,,0.00077,0.00077,,,,,,,0.3%
DGN-OSMO,Osmosis DEX,Osmosis,16083,14.97277,14.97277,,11.28179,,,,Dexs,,14.97277,14.97277,3.05903,1275.75021,5531.54269,,14.97277,14.97277,,,,,,,#2889
WETH-CCDAO,Uniswap V3,Polygon,16073,7.40468,7.40468,,0,4.45829,Down,3,Dexs,,0,,2.23371,326.07255,1672.17394,,7.40468,7.40468,,,,,,,1%
WSOL-TISSEO,Raydium AMM,Solana,16070,57.54,57.54,,,,,,Dexs,,4.73,4.73,57.54,253349.36145,253349.36145,,57.54,57.54,,,,,,,Concentrated - 0.01%
WSOL-NC,Raydium AMM,Solana,16058,82.5,82.5,,,,,,Dexs,,6.78,6.78,82.5,362949.52081,362949.52081,,82.5,82.5,,,,,,,Concentrated - 0.01%
WETH-LOBO,Uniswap V3,Base,16057,0.19493,0.19493,,,-0.16257,Stable/Up,2,Dexs,,,,0.25225,8.57529,66.9327,,0.19493,0.19493,,,,,,,1%
WSOL-FANFAN,Raydium AMM,Solana,16056,57.23,57.23,,,-10.59,Down,2,Dexs,,57.42,57.42,111.56825,10069.60887,122924.13102,,57.23,57.23,,,,,,,Standard - 0.25%
USDC-AERO,PancakeSwap AMM V3,Base,16054,384.53866,18.61958,365.91907,-3.09203,-39.47622,Down,3,Dexs,,0,,512.35816,16379.05003,207586.23063,,384.53866,18.61958,,,,,,,0.05%
MAI-EUSD,Aerodrome V1,Base,16036,21.99163,,21.99163,-1.77626,17.26939,Down,2,Dexs,,,,6.78151,,,,21.99163,0,,,,,,,
WSOL-ZOLIKHA,Raydium AMM,Solana,16029,318.1,318.1,,,,,,Dexs,,26.14,26.14,318.1,55875.27886,55875.34705,,318.1,318.1,,,,,,,Standard - 0.25%
STG-USDC,Velodrome V2,Optimism,16027,15.40433,,15.40433,-0.56743,-3.73196,Stable/Up,2,Dexs,,,,17.06362,,,,15.40433,0,,,,,,,volatile - 0.3%
WETH-COIN,Uniswap V2,Base,16018,2.28014,2.28014,,-1.44994,1.73234,Down,2,Dexs,,1.15458,1.15458,3.69845,333.53689,1185.48167,,2.28014,2.28014,,,,,,,
WSOL-BOSS,Raydium AMM,Solana,16017,5.3,5.3,,,,,,Dexs,,0.44,0.44,5.3,23236.95999,23236.95999,,5.3,5.3,,,,,,,Concentrated - 0.01%
WSOL-قطة,Raydium AMM,Solana,16007,584.47,584.47,,,,,,Dexs,,48.04,48.04,584.47,2563264.56361,2563264.56361,,584.47,584.47,,,,,,,Concentrated - 0.01%
VELOV2-OP,Beefy,Optimism,15996,1.01697,,,-0.00778,0.04041,Stable/Up,3,Yield Aggregator,,,,0.96896,,,,1.01697,0,,,,,,,Velodrome
ETH-USDBC,Beefy,Base,15992,15.83525,,,-0.88663,0.22227,Stable/Up,1,Yield Aggregator,,,,18.31264,,,,15.83525,0,,,,,,,Alienbase
SUU-SUI,Turbos,Sui,15987,0.03155,0.03155,,0,-0.1,Stable/Up,1,Dexs,,0.00451,0.00451,0.06443,1.55797,8.75125,,0.03155,0.03155,,,,,,,1%
WSOL-IMG,Raydium AMM,Solana,15986,14.39,14.39,,,,,,Dexs,,8.01,8.01,27.13353,6301.71012,42688.15467,,14.39,14.39,,,,,,,Concentrated - 0.1%
WSOL-$TUSK,Raydium AMM,Solana,15985,1673.06,1673.06,,,,,,Dexs,,137.51,137.51,839.60833,7327235.95373,7327235.95373,,1673.06,1673.06,,,,,,,Concentrated - 0.01%
WSOL-KUROMI,Raydium AMM,Solana,15985,38.23,38.23,,,,,,Dexs,,3.18,3.18,38.23,6697.04741,6782.42791,,38.23,38.23,,,,,,,Standard - 0.25%
WMETIS-ATH,Hercules V2,Metis,15985,0.01863,0,0.01863,-0.00013,-0.00003,Down,1,Dexs,,0.03654,0.03654,0.02891,0,22.46156,,0.01863,0,,,,,,,
YUSD,Spectra V2,Ethereum,15971,22.03142,22.03142,,1.71661,-5.42428,Down,2,Yield,,,,23.01448,,,,22.03142,22.03142,,,,,,,For PT on YieldFi  | Maturity Thu May 22 2025
YUSD,Spectra V2,Ethereum,15971,11.97583,11.97583,,-3.88422,0.90482,Down,1,Yield,,,,14.35997,,,,11.97583,11.97583,,,,,,,For LP on YieldFi | Maturity Thu May 22 2025
WETH-GM,Uniswap V3,Base,15969,0.28526,0.28526,,,0.11242,Stable/Up,3,Dexs,,,,0.19862,249.61104,1392.18349,,0.28526,0.28526,,,,,,,0.05%
CBETH-CBBTC,PancakeSwap AMM V3,Base,15963,3.47348,3.47348,,-1.68199,-0.60964,Down,2,Dexs,,0.682,0.682,5.34672,15190.5238,212719.60682,,5.07602,5.07602,,,,,,,0.01%
USDC,Lodestar V1,Arbitrum,15962,2.7882,2.63569,0.15252,-0.02528,-0.04436,Stable/Up,3,Lending,,,,2.83989,,,,2.7882,2.63569,-4.55857,0.31361,-4.24496,59007,43045,15962,
VNM-WVENOM,Web3.world,Venom,15961,0.42709,0.42709,,0.05204,0.42404,Down,1,Dexs,,,,0.13423,,,,5.68054,5.68054,,,,,,,
THALES-WETH,Extra Finance Leverage Farming,Optimism,15959,25.3552,25.3552,,,-0.38543,Stable/Up,1,Leveraged Farming,,,,28.32042,,,,25.3552,25.3552,,,,,,,
USDT-BUSD,Beefy,BSC,15956,5.27453,,,3.55104,4.81351,Down,3,Yield Aggregator,,,,7.61578,,,,5.27453,0,,,,,,,Pancakeswap
WSOL-KHÔRA,Raydium AMM,Solana,15950,60.6,60.6,,-261.31,,,,Dexs,,30.41,30.41,360.01265,10592.75205,64668.04636,,60.6,60.6,,,,,,,Standard - 0.25%
WSOL-MCALON,Raydium AMM,Solana,15949,76.32,76.32,,,,,,Dexs,,6.41,6.41,150.33,13339.3333,13623.30881,,76.32,76.32,,,,,,,Standard - 0.25%
CAKE-BNB,Beefy,BSC,15932,51.18091,,,19.64419,16.76734,Down,3,Yield Aggregator,,,,68.2963,,,,51.18091,0,,,,,,,Pancakeswap
JUPSOL-JLP,Orca,Solana,15922,35.36417,35.36417,,0,0,Down,2,Dexs,,7.8706,7.8706,33.64557,7840.21626,8822.49397,,39.641125,39.641125,,,,,,,
WGLMR-XCDOT,StellaSwap V2,Moonbeam,15922,1.72537,1.72537,,-3.07328,-3.67221,Stable/Up,1,Dexs,,4.80954,4.80954,3.77095,621.8186,12166.7199,,1.72537,1.72537,,,,,,,
WSOL-LEBRON,Raydium AMM,Solana,15919,70.13,70.13,,,-0.94,Down,2,Dexs,,13.57,13.57,563.80464,12235.09538,28802.62651,,70.13,70.13,,,,,,,Standard - 0.25%
JOE,Folks Finance xChain,Avalanche,15916,2.9451,0,2.9451,0.19774,-0.39387,Stable/Up,1,Lending,,,,5.11108,,,,2.9451,0,-1.008,,-1.008,15919,3,15916,
WSOL-PEPEK,Raydium AMM,Solana,15910,493.51,493.51,,,,,,Dexs,,40.56,40.56,493.51,2151124.93932,2151124.93932,,493.51,493.51,,,,,,,Concentrated - 0.01%
ETH-MKUSD,Curve DEX,Ethereum,15905,1.31,1.31,,-7,-1.58,Stable/Up,1,Dexs,,,,1.60713,,,,1.31,1.31,,,,,,,
XFLX-FLX,FlowX V2,Sui,15905,0.31434,0.31434,,-0.04711,0.01832,Stable/Up,3,Dexs,,,,0.57094,27.50629,,,0.31434,0.31434,,,,,,,0.3%
JUPSOL-JLP,Orca,Solana,15897,39.55576,39.55576,,0,0,Down,3,Dexs,,32.3603,32.3603,41.0773,4992.19683,40623.62597,,43.832715,43.832715,,,,,,,
WETH-WOLF,Uniswap V2,Base,15895,0.00002,0.00002,,-0.02049,-0.17108,,,Dexs,,1.50048,1.50048,2.3711,0.00225,1528.85163,,0.00002,0.00002,,,,,,,
USDE-USDT,PancakeSwap AMM V3,Ethereum,15895,0.53162,0.53162,,-0.00675,-0.34993,Stable/Up,2,Dexs,,0.03864,0.03864,2.74948,2315.03717,11091.39138,,0.53162,0.53162,,,,,,,0.01%
WSOL-STREV,Raydium AMM,Solana,15893,506.24,506.24,,,277.33,Down,3,Dexs,,299.08,299.08,344.09261,88173.71414,633794.11823,,506.24,506.24,,,,,,,Standard - 0.25%
WETH-HYPERPIGMENTATION,Uniswap V2,Base,15889,6199.4601,6199.4601,,,,,,Dexs,,,,7046.23252,899563.72873,,,6199.4601,6199.4601,,,,,,,
WMATIC-ZARP,Uniswap V3,Polygon,15883,5.04848,5.04848,,0,2.85527,Down,2,Dexs,,0,,2.18267,732.26571,3327.51522,,5.04848,5.04848,,,,,,,0.3%
WSOL-TITCOIN,Raydium AMM,Solana,15881,2091.63,2091.63,,1722.01,-2626.1,Down,3,Dexs,,881.8,881.8,3525.71162,45502.94459,233398.97188,,2091.63,2091.63,,,,,,,Concentrated - 2%
USDC-PROS,Balancer V2,Ethereum,15879,1.86733,1.86733,,0.25631,1.40915,Down,3,Dexs,,,,0.66426,,,,1.86733,1.86733,,,,,,,
USDC,ApeSwap Lending,BSC,15864,6.6868,6.6868,,0,0.61777,Down,1,Lending,,,,6.42593,,,,6.6868,6.6868,-9.69827,0,-9.69827,125968,110103,15865,
WETH-XNF,Uniswap V3,Arbitrum,15860,1.02593,1.02593,,-0.22363,-0.07207,Stable/Up,2,Dexs,,1.19071,1.19071,1.43351,44.57963,363.17564,,1.02593,1.02593,,,,,,,1%
HP-WAVAX,Joe V2.1,Avalanche,15857,0.26112,0.26112,,-0.4889,-0.23035,Down,2,Dexs,,,,1.21917,28.29038,,,0.26112,0.26112,,,,,,,
ADN-WAVAX,Joe DEX,Avalanche,15856,420.50203,420.50203,,,,,,Dexs,,,,420.50203,60890.76704,,,420.50203,420.50203,,,,,,,
BONK-$WIF,Orca,Solana,15855,33.55335,33.55335,,0,0,Down,2,Dexs,,45.73174,45.73174,46.46176,18936.05965,198301.85234,,33.55335,33.55335,,,,,,,
WBNB,Harbor Market,BSC,15844,0.29075,0.29075,,0,-0.19944,Stable/Up,1,Lending,,,,0.53484,,,,0.29075,0.29075,-3.00759,,-3.00759,19643,3799,15844,
WETH-WELS,Extra Finance Leverage Farming,Base,15841,294.71343,294.71343,,-6.88577,162.55093,Down,3,Leveraged Farming,,,,122.73886,,,,294.71343,294.71343,,,,,,,
ST-YETH-WETH,Balancer V2,Ethereum,15824,0.13515,0.13515,,-23.89221,0.13515,Down,1,Dexs,,,,1.39414,,,,0.13515,0.13515,,,,,,,
MKR-WETH,Uniswap V3,Polygon,15817,36.05397,36.05397,,0,-16.19449,Down,1,Dexs,,7.85715,7.85715,42.28917,5207.95508,53546.07694,,36.05397,36.05397,,,,,,,0.3%
MISSER-WETH,Uniswap V2,Base,15811,9.3254,9.3254,,-13.46948,9.0088,Down,3,Dexs,,9.60384,9.60384,5.60544,1346.55505,9733.98793,,9.3254,9.3254,,,,,,,
USDC,ZeroLend,Base,15811,2.20521,2.20521,,,,Stable/Up,1,Lending,,,,4.82003,,,,2.20521,2.20521,-14.88638,,-14.88638,89686,82179,7507,
RNDR-WETH,Uniswap V3,Polygon,15805,9.05899,9.05899,,0,0.6041,Stable/Up,2,Dexs,,1.24363,1.24363,6.90602,392.2561,2491.62749,,9.05899,9.05899,,,,,,,1%
HUAHUA-OSMO,Osmosis DEX,Osmosis,15794,0.23818,0.23818,,-0.11216,-0.19053,Stable/Up,2,Dexs,,0.23818,0.23818,0.4407,1062.87649,13855.60297,,0.23818,0.23818,,,,,,,#1111
PYUSD-USDC,Raydium AMM,Solana,15788,6.62,6.62,,-6.47,1.31,Stable/Up,1,Dexs,,4.94,4.94,6.13674,28654.23513,259881.05557,,6.62,6.62,,,,,,,Concentrated - 0.01%
DFX-WETH,Aura,Ethereum,15780,0.20262,0.20262,,,,Stable/Up,3,Yield,,,,1.51343,,,,0.20262,0.20262,,,,,,,
WSOL-TARRIFIER,Raydium AMM,Solana,15765,6,6,,,,,,Dexs,,0.49,0.49,6,25903.95893,25903.95893,,6,6,,,,,,,Concentrated - 0.01%
ARB-USDC,Beefy,Arbitrum,15764,289.34087,,,-3511.68218,216.81418,Down,3,Yield Aggregator,,,,113.84063,,,,289.34087,0,,,,,,,Camelot
WSOL-BLUNTS,Raydium AMM,Solana,15752,47.64,47.64,,,,,,Dexs,,25.8,25.8,155.01028,8223.3348,54186.88411,,47.64,47.64,,,,,,,Standard - 0.25%
WETH-WSTETH,zkSwap V2,zkSync Era,15747,0.35855,0.35855,,0.01875,-0.72618,Stable/Up,1,Dexs,,,,0.65821,,,,1.9195499999999999,1.9195499999999999,,,,,,,
RDX-WETH,Uniswap V2,Base,15743,6.85142,6.85142,,-2.40048,-8.03667,Down,3,Dexs,,3.23516,3.23516,5.25112,985.0246,3264.75958,,6.85142,6.85142,,,,,,,
USDC.E-USDC,Uniswap V3,Avalanche,15730,2.95321,2.95321,,2.62818,-1.17032,Stable/Up,2,Dexs,,0,,43.01463,424.22847,12250.53977,,2.95321,2.95321,,,,,,,0.3%
SHD-XPRT,Persistence DEX,Persistence,15729,0.79968,0.79968,,-0.17402,0.79968,Stable/Up,1,Dexs,,1.27445,1.27445,1.03259,114.86855,1281.4646,,0.79968,0.79968,,,,,,,
WSOL-OCTO,Raydium AMM,Solana,15728,95.8,95.8,,,,,,Dexs,,7.87,7.87,95.8,412794.50734,412794.50734,,95.8,95.8,,,,,,,Concentrated - 0.01%
WSOL-GROK,Raydium AMM,Solana,15721,30.25,30.25,,,,,,Dexs,,2.49,2.49,30.25,130311.0263,130311.0263,,30.25,30.25,,,,,,,Concentrated - 0.01%
NBT-USDT,PancakeSwap AMM,BSC,15717,0.5041,0.5041,,0,0,Down,2,Dexs,,,,0.5041,,,,0.5041,0.5041,,,,,,,
WETH-ENJ,Uniswap V3,Ethereum,15715,4.73694,4.73694,,1.87819,4.73694,Down,1,Dexs,,1.14685,1.14685,6.28889,679.84571,7353.65918,,4.73694,4.73694,,,,,,,0.3%
DOLA-3CRV,Curve DEX,Ethereum,15703,1.38713,1.13,0.25713,0.26062,-3.78497,Stable/Up,2,Dexs,,,,1.92954,,,,1.38713,1.13,,,,,,,
USDD-DAI-USDC-USDT,Beefy,Ethereum,15695,0.32377,,,0.00475,0.32377,Stable/Up,2,Yield Aggregator,,,,0.85771,,,,0.32377,0,,,,,,,Convex
BABYDOGE,BabyDogeSwap,BSC,15695,0.25114,0,0.25114,0.00221,-0.01264,Down,1,Dexs,,,,0.24449,,,,0.25114,0,,,,,,,Stake BabyDoge, Earn LGC
USDC-USC,Single Finance,Cronos,15691,17.0964,17.0964,,,-3.46885,Down,1,Leveraged Farming,,,,18.37407,,,,17.0964,17.0964,,,,,,,VVS Finance
USDC-AGEUR,Steer Protocol,Polygon,15679,20.37,20.37,,0,0,Stable/Up,1,Liquidity manager,,,,20.37,,,,20.37,20.37,,,,,,,UniswapV3
WSOL-5GTRUMP,Raydium AMM,Solana,15678,188.21,188.21,,,,,,Dexs,,15.47,15.47,188.21,808404.11575,808404.11575,,188.21,188.21,,,,,,,Concentrated - 0.01%
WETH-GIGA,Uniswap V2,Base,15677,0.28272,0.28272,,-5.49123,-5.03731,Stable/Up,2,Dexs,,1.44487,1.44487,5.66369,40.47674,1452.02221,,0.28272,0.28272,,,,,,,
EURC,Save,Solana,15671,0.03,0.03,,0.01,0.03,Stable/Up,1,Lending,,,,0.00931,,,,0.03,0.03,-0.81,,-0.81,16378,707,15671,Stable Pool
SILO-FRAX,Curve DEX,Ethereum,15655,0.9,0.9,,-2.04,0.25,Down,1,Dexs,,,,2.65296,,,,0.9,0.9,,,,,,,
WSOL-RIO,Raydium AMM,Solana,15647,424.3,424.3,,-161.16,,Down,3,Dexs,,220.15,220.15,228.87922,18189.7602,114826.23284,,424.3,424.3,,,,,,,Concentrated - 1%
WETH-OP,Gamma,Optimism,15646,179.69472,179.69472,,122.49151,179.69472,Down,3,Liquidity manager,,,,45.28485,,,,179.69472,179.69472,,,,,,,0.3%
MRBEAST-WBNB,Uniswap V3,BSC,15638,0.35362,0.35362,,-0.00228,0.35362,Down,1,Dexs,,0,,0.82361,15.1504,810.91688,,0.35362,0.35362,,,,,,,1%
BTZ-USDC,Orca,Solana,15624,0.43073,0.43073,,0,0,Stable/Up,2,Dexs,,4.38045,4.38045,0.33296,26.03882,1964.78927,,0.43073,0.43073,,,,,,,
WSOL-MITCHY,Raydium AMM,Solana,15621,5.44,5.44,,,,,,Dexs,,0.45,0.45,5.44,23277.69559,23277.69559,,5.44,5.44,,,,,,,Concentrated - 0.01%
XYZ-USDC,SushiSwap,Ethereum,15621,0.1543,0.1543,,-3.72923,0.06726,Stable/Up,2,Dexs,,7.79034,7.79034,8.84451,22.01189,7800.81493,,0.1543,0.1543,,,,,,,
RYZE-WETH,Ramses CL,Arbitrum,15621,2.50227,2.50227,,2.21316,-9.93407,Stable/Up,1,Dexs,,1.05524,1.05524,3.68231,1427.85733,4226.57862,,2.50227,2.50227,,,,,,,0.3%
MCWETH-PT-MCWETH@17-9-2025,Curve DEX,Ethereum,15620,0.01,0.01,,0.01,0.01,Stable/Up,3,Dexs,,,,0.0076,,,,0.01,0.01,,,,,,,
MCWETH,Napier,Ethereum,15620,0.01,0.01,,0.01,0.01,Stable/Up,2,Yield,,,,0.00733,,,,0.01,0.01,,,,,,,LP Pool | Maturity Wed Sep 17 2025
WETH-RABBIT,Uniswap V2,Base,15616,10.40668,10.40668,,10.39766,9.87634,Down,3,Dexs,,1.61905,1.61905,1.39035,1484.15353,1620.75304,,10.40668,10.40668,,,,,,,
LP-SFRXETH,Wombat Exchange,BSC,15614,0.00016,0,0.00016,0,-0.0168,,,Dexs,,,,0.00197,,,,3.57768,3.57752,,,,,,,
USDC-SUPEROETHB,Aerodrome V1,Base,15611,1.73718,,1.73718,-0.18161,-0.8022,Stable/Up,2,Dexs,,,,6.28282,,,,1.73718,0,,,,,,,
MIRA-WETH,Uniswap V2,Base,15608,0.24855,0.24855,,-1.89819,-2.30722,Stable/Up,1,Dexs,,1.6429,1.6429,6.90552,35.42761,1643.70832,,0.24855,0.24855,,,,,,,
USDT,Canto Lending,Canto,15604,6.97486,6.97486,,-0.01571,-1.96286,Down,3,Lending,,,,8.22788,,,,6.97486,6.97486,-26.40829,0,-26.40829,21204,5600,15604,
WBTC-POLY,SushiSwap,Ethereum,15587,2.82914,2.82914,,,,Down,1,Dexs,,18.73767,18.73767,25.628,402.72622,18722.38725,,2.82914,2.82914,,,,,,,
WETH-ASTRADAO,Uniswap V3,Arbitrum,15578,0.17901,0.17901,,,0.04315,Stable/Up,3,Dexs,,2.13539,2.13539,2.57847,25.46624,2132.31583,,0.17901,0.17901,,,,,,,0.3%
HEALTH-WSOL,Raydium AMM,Solana,15575,38.3,38.3,,,15.24,,,Dexs,,541.6,541.6,666.17359,6536.9532,1124699.74897,,38.3,38.3,,,,,,,Standard - 0.25%
ETH.GRV-ETH.AXL,Osmosis DEX,Osmosis,15559,0.01364,0.01364,,,0.00098,Down,1,Dexs,,0.01364,0.01364,0.02198,26.87312,47.65372,,0.01364,0.01364,,,,,,,#1426
WETH-USDBC,Alien Base V3,Base,15559,0.04611,0.04611,,0,,Down,1,Dexs,,,,0.03046,,,,0.04611,0.04611,,,,,,,Wide
RLC-WETH,SushiSwap,Ethereum,15557,2.18153,2.18153,,-3.21593,-2.58613,Stable/Up,1,Dexs,,3.12627,3.12627,5.00748,309.93453,3117.63101,,2.18153,2.18153,,,,,,,
USDC,Harvest Finance,Base,15538,5.91,5.91,,,,,,Yield Aggregator,,,,6.25701,,,,5.91,5.91,,,,,,,Morpho - Ionic
WETH-USDCE,Beefy,Arbitrum,15534,36.04425,,,-81.5277,-82.48563,Down,2,Yield Aggregator,,,,137.60159,,,,36.04425,0,,,,,,,Uniswap
WSOL-MLD,Raydium AMM,Solana,15534,94.77,94.77,,,,,,Dexs,,7.79,7.79,298.77976,16134.01296,16135.76271,,94.77,94.77,,,,,,,Standard - 0.25%
WBTC-WETH,Beefy,Optimism,15529,52.0345,,,39.24198,47.41913,Down,2,Yield Aggregator,,,,11.87385,,,,52.0345,0,,,,,,,Sushi
HIPPO-SUI,Turbos,Sui,15521,14.98671,14.98671,,2.16332,-591.76284,Down,1,Dexs,,2.14096,2.14096,113.23874,637.30202,106682.00292,,14.98671,14.98671,,,,,,,1%
WSOL-BUSINESS,Raydium AMM,Solana,15518,87.53,87.53,,17.42,,Down,3,Dexs,,47.16,47.16,57.71242,14884.88733,97574.13544,,87.53,87.53,,,,,,,Standard - 0.25%
WING,Wing Finance,BSC,15517,0.35754,0.23306,0.12448,0.02154,,Stable/Up,1,Lending,,,,1.22059,,,,0.35754,0.23306,-2.30366,0.85377,-1.44989,18166,2649,15517,
USDT,Conic Finance,Ethereum,15511,17.7756,10.10672,7.66887,,-3.51191,Down,2,Yield,,,,19.84754,,,,17.7756,10.10672,,,,,,,
WSOL-FORTNITE,Raydium AMM,Solana,15493,7.99,7.99,,,,,,Dexs,,0.66,0.66,7.99,33904.11361,33904.11361,,7.99,7.99,,,,,,,Concentrated - 0.01%
USDC,Wise Lending V2,Arbitrum,15492,1.68863,1.68863,,,-0.03518,Stable/Up,2,Lending,,,,1.91058,,,,1.68863,1.68863,,,,,,,aArbUSDCn
SGE-OSMO,Osmosis DEX,Osmosis,15487,6.58462,6.58462,,0.14762,3.80167,Down,3,Dexs,,6.58462,6.58462,4.83993,675.69525,9980.20379,,6.58462,6.58462,,,,,,,#1320
TIA,Mars Lend,Neutron,15485,2.43911,2.43911,,0.51004,0.75914,Down,1,Lending,,,,5.22746,,,,2.43911,2.43911,-8.52486,,-8.52486,22565,7080,15485,
BALLS-WETH,Uniswap V3,Base,15480,0.03095,0.03095,,,0.03095,Stable/Up,1,Dexs,,,,0.00145,4.37543,5.07465,,0.03095,0.03095,,,,,,,0.3%
OP,Premia V2,Optimism,15456,0.51525,0.51525,,0,0,Stable/Up,2,Options,,,,0.51525,,,0.51525,0.51525,0.51525,,,,,,,OP/USDC - CALL
MARI-WETH,Uniswap V2,Base,15455,0.45327,0.45327,,0.45327,-1.68705,Down,2,Dexs,,0.41786,0.41786,0.27076,63.97686,413.98936,,0.45327,0.45327,,,,,,,
WETH-PEGG,Alien Base V3,Base,15454,133.23543,0,133.23543,-11.50073,18.57702,Down,2,Dexs,,1.40847,1.40847,136.03298,623.08671,4071.33696,,133.23543,0,,,,,,,Infinite
TDCCP-USDC,Raydium AMM,Solana,15448,26.23,26.23,,,,,,Dexs,,2.16,2.16,23.6075,111035.35494,111035.35494,,26.23,26.23,,,,,,,Concentrated - 0.01%
BTC-ETH,Jones DAO,Arbitrum,15447,10.52267,10.52267,,10.52267,-42.84821,Stable/Up,3,Yield Aggregator,,,,45.93022,,,,10.52267,10.52267,,,,,,,NARROW strategy on CAMELOT
WSOL-BITCOIN,Raydium AMM,Solana,15439,10.72,10.72,,,,,,Dexs,,0.88,0.88,10.72,45343.94997,45343.94997,,10.72,10.72,,,,,,,Concentrated - 0.01%
WETH-ANDY,Uniswap V2,Base,15431,0.2211,0.2211,,0.22109,-0.72871,Stable/Up,2,Dexs,,1.77747,1.77747,5.55708,31.15731,1758.17435,,0.2211,0.2211,,,,,,,
WEETH-ETH,Beefy,Base,15429,3.66196,,,0.03091,-0.03682,Down,1,Yield Aggregator,,,,3.26286,,,,3.66196,0,,,,,,,Aerodrome
VOID-WETH,Uniswap V3,Base,15428,0.21296,0.21296,,,0.02095,Down,1,Dexs,,,,0.02306,180.03018,352.06084,,0.21296,0.21296,,,,,,,0.05%
WSOL-FXRG,Raydium AMM,Solana,15426,285.16,285.16,,,219.26,,,Dexs,,23.44,23.44,456.10794,48208.53643,48212.16054,,285.16,285.16,,,,,,,Standard - 0.25%
BORK-WETH,Uniswap V2,Base,15424,2.05544,2.05544,,1.72593,-1.05576,Stable/Up,1,Dexs,,1.67979,1.67979,267.12655,289.51893,1660.79494,,2.05544,2.05544,,,,,,,
WSOL-MC,Raydium AMM,Solana,15423,10.71,10.71,,,,,,Dexs,,0.88,0.88,10.71,45245.31073,45245.31073,,10.71,10.71,,,,,,,Concentrated - 0.01%
DEFIDO-WETH,Uniswap V2,Base,15422,0.02378,0.02378,,0.02378,0.02378,Stable/Up,1,Dexs,,0.00414,0.00414,6.34858,3.3488,4.09064,,0.02378,0.02378,,,,,,,
WSOL-USATA,Raydium AMM,Solana,15417,117.48,117.48,,,,Down,3,Dexs,,16.02,16.02,292.535,19847.74288,32920.36109,,117.48,117.48,,,,,,,Standard - 0.25%
