Pool,Project,Chain,TVL,APY,APY Base,APY Reward,Change 1d,Change 7d,Outlook,Confidence,Category,IL 7d,APY Base 7d,APY Net 7d,APY Mean 30d,Volume 1d,Volume 7d,APY Base Inception,APY Including LSD APY,APY Base Including LSD APY,APY Base Borrow,APY Reward Borrow,APY Borrow,Total Supply USD,Total Borrow USD,Total Available USD,Pool Meta
WSOL-GOLDCARD,Raydium AMM,Solana,54074,133.54,133.54,,-51.36,9.68,Down,3,Dexs,,464.23,464.23,616.39775,79134.88412,3347048.73472,,133.54,133.54,,,,,,,Standard - 0.25%
TRENCHES-SUI,Cetus AMM,Sui,54070,0.86597,0.86597,,,,,,Dexs,,,,0.86597,11955.36672,,,0.86597,0.86597,,,,,,,0.01%
WSOL-GRUMPY,Raydium AMM,Solana,54052,2.26,2.26,,,,,,Dexs,,0.19,0.19,2.26,33483.44422,33483.44422,,2.26,2.26,,,,,,,Concentrated - 0.01%
TIRED-SUI,Cetus AMM,Sui,54042,0.42196,0.42196,,,,,,Dexs,,,,0.42196,6132.96975,,,0.42196,0.42196,,,,,,,0.01%
NGM-EEUR,Osmosis DEX,Osmosis,54036,0.10975,0.10975,,-0.05158,-0.10555,Stable/Up,3,Dexs,,0.10975,0.10975,0.15063,11.30533,398.32997,,0.10975,0.10975,,,,,,,#461
CBBTC,ZeroLend,Base,54028,0.94591,0.94591,,-0.12938,-0.0574,Stable/Up,2,Lending,,,,0.9237,,,,0.94591,0.94591,-2.45067,,-2.45067,120147,66119,54028,
WSOL-BUGSBUNNY,Raydium AMM,Solana,54016,17.34,17.34,,,,,,Dexs,,1.43,1.43,17.34,256624.18597,256624.18597,,17.34,17.34,,,,,,,Concentrated - 0.01%
CKETH-CKBTC,ICPSwap,ICP,54014,5.80541,5.80541,,-6.25633,3.58472,Down,1,Dexs,,,,3.70823,,,,5.80541,5.80541,,,,,,,V3 market
BNB,Prime Protocol,BSC,54001,0.00792,0.00792,,-0.00035,-0.00054,Stable/Up,1,Lending,,,,0.00844,,,,0.00792,0.00792,-0.37381,,-0.37381,55405,1404,54001,
CRVUSD,Yearn Finance,Ethereum,53995,1.77545,1.77545,,,-1.15273,Stable/Up,2,Yield Aggregator,,,,2.03996,,,,1.77545,1.77545,,,,,,,
NYAN-WSOL,Raydium AMM,Solana,53986,15.71,15.71,,,,,,Dexs,,6.77,6.77,14.68514,9293.49153,48705.84949,,15.71,15.71,,,,,,,Standard - 0.25%
WSOL-ISOLD,Raydium AMM,Solana,53981,105.92,105.92,,,,,,Dexs,,8.71,8.71,105.92,1566493.30508,1566493.30508,,105.92,105.92,,,,,,,Concentrated - 0.01%
USD+-USDC,Dystopia,Polygon,53978,0.24927,0.24927,,-0.1859,0.11443,Stable/Up,2,Dexs,,0.19931,0.19931,0.19078,122.87822,689.64598,,0.24927,0.24927,,,,,,,
USDC-NEXTUSDC,Connext,Linea,53978,0.05909,0.05909,,0,0,Stable/Up,1,Bridge,,,,0.11103,,,,0.05909,0.05909,,,,,,,
WETH-IVT,Uniswap V3,Base,53966,62.09764,62.09764,,,-38.58157,Down,3,Dexs,,,,97.82007,9181.31986,108556.179,,62.09764,62.09764,,,,,,,1%
WSOL-GROK,Raydium AMM,Solana,53939,26.41,26.41,,,,,,Dexs,,2.17,2.17,26.41,390338.06194,390338.06194,,26.41,26.41,,,,,,,Concentrated - 0.01%
TESLA-WSOL,Raydium AMM,Solana,53932,168.56,168.56,,,120.87,,,Dexs,,13.85,13.85,108.125,99622.45778,99622.45778,,168.56,168.56,,,,,,,Standard - 0.25%
WSOL-PUMPCYCLE,Raydium AMM,Solana,53925,29.06,29.06,,-19.31,-30.45,Down,1,Dexs,,23.11,23.11,68.66209,17171.4887,166154.15482,,29.06,29.06,,,,,,,Standard - 0.25%
IO-USDC,Orca,Solana,53912,0.46592,0.46592,,0,0,Stable/Up,3,Dexs,,0.61849,0.61849,0.9646,141.08539,1409.80454,,0.46592,0.46592,,,,,,,
AURA-WSTETH-WETH,Notional V3,Arbitrum,53901,20.08207,20.08207,,0,0,Stable/Up,2,Lending,,,,20.08207,,,,23.20407,23.20407,,,,,,,Leveraged Vault
USDC-GEOD,Uniswap V3,Polygon,53895,70.20909,70.20909,,0,64.75259,Down,3,Dexs,,12.61557,12.61557,11.12965,34556.47055,93151.28525,,70.20909,70.20909,,,,,,,0.3%
BONERO-SUI,Cetus AMM,Sui,53891,0.07653,0.07653,,,,,,Dexs,,,,0.07653,1123.95115,,,0.07653,0.07653,,,,,,,0.01%
WSOL-LLM,Raydium AMM,Solana,53886,29.88,29.88,,,,,,Dexs,,2.46,2.46,29.88,441088.44799,441088.44799,,29.88,29.88,,,,,,,Concentrated - 0.01%
WSOL-THGUY,Raydium AMM,Solana,53884,17.76,17.76,,,,Stable/Up,1,Dexs,,6.29,6.29,55.00859,10487.28782,45175.07567,,17.76,17.76,,,,,,,Standard - 0.25%
ELON-WSOL,Raydium AMM,Solana,53858,229.97,229.97,,,,,,Dexs,,18.9,18.9,144.905,135732.2975,135732.2975,,229.97,229.97,,,,,,,Standard - 0.25%
OHM-DAI,SushiSwap,Ethereum,53858,2.37302,2.37302,,1.27823,-0.20651,Down,1,Dexs,,1.58023,1.58023,1.40365,1167.17506,5455.59637,,2.37302,2.37302,,,,,,,
WSOL-ORUAM22,Raydium AMM,Solana,53848,22.45,22.45,,,,,,Dexs,,1.84,1.84,22.45,331134.9662,331134.9662,,22.45,22.45,,,,,,,Concentrated - 0.01%
DUSD-SUSDE,Curve DEX,Fraxtal,53822,1.81,1.81,,0.19,-0.34,Stable/Up,2,Dexs,,,,10.29703,,,,1.81,1.81,,,,,,,
USDC-USDT,Ramses CL,Arbitrum,53822,8.87483,1.24695,7.62788,-1.39096,-0.6695,Stable/Up,3,Dexs,,1.74291,1.74291,16.6901,147097.5002,1443184.67253,,8.87483,1.24695,,,,,,,0.005%
WETH-BARRY,Uniswap V3,Base,53805,4.76823,4.76823,,,-29.79095,Down,2,Dexs,,,,15.21161,2342.9436,51872.0135,,4.76823,4.76823,,,,,,,0.3%
VFIL,Bifrost Liquid Staking,Filecoin,53802,13.26,13.26,,0,0,Down,2,Liquid Staking,,,,13.26,,,,13.26,13.26,,,,,,,
GHIBLIPORO-SUI,Cetus AMM,Sui,53756,0.23608,0.23608,,,,,,Dexs,,,,0.23608,3446.20804,,,0.23608,0.23608,,,,,,,0.01%
SAMM-USDC-MAI,Lynex V2,Linea,53713,20.28528,20.28528,,-1.07382,-5.38706,Down,1,Dexs,,,,30.04897,,,,20.28528,20.28528,,,,,,,Classic
TESLA-WSOL,Raydium AMM,Solana,53688,91.03,91.03,,,,,,Dexs,,7.48,7.48,91.03,53561.67436,53561.67436,,91.03,91.03,,,,,,,Standard - 0.25%
WSOL-中国,Raydium AMM,Solana,53671,37.9,37.9,,,,,,Dexs,,3.11,3.11,37.9,557260.46231,557260.46231,,37.9,37.9,,,,,,,Concentrated - 0.01%
WSOL-TIKTOK,Raydium AMM,Solana,53662,51.55,51.55,,,,,,Dexs,,4.24,4.24,51.55,757825.04257,757825.04257,,51.55,51.55,,,,,,,Concentrated - 0.01%
LUSD-USDT,Beefy,Optimism,53655,4.0409,,,-0.17758,-1.18961,Stable/Up,3,Yield Aggregator,,,,5.56336,,,,4.0409,0,,,,,,,Velodrome
WSOL-TRUMPFUCK,Raydium AMM,Solana,53650,10.69,10.69,,,,,,Dexs,,0.88,0.88,10.69,157161.74951,157161.74951,,10.69,10.69,,,,,,,Concentrated - 0.01%
PUBE-WETH,Uniswap V3,Base,53643,0.00299,0.00299,,,,,,Dexs,,,,0.6291,0.4387,509.31988,,0.00299,0.00299,,,,,,,1%
X33,Yel Finance,Sonic,53638,59.19039,59.19039,,-3.02572,-42.78836,Down,3,Yield,,,,142.88835,,,,59.19039,59.19039,,,,,,,
WBNB-MGP,THENA V1,BSC,53632,2.27332,,2.27332,0.21463,1.59907,Stable/Up,1,Dexs,,,,1.68249,,,,2.27332,0,,,,,,,
USDC-USDC.E,GMX V2 Perps,Avalanche,53627,0.00611,0.00611,,0,0.00611,Down,1,Derivatives,,,,0.00924,,,,0.00611,0.00611,,,,,,,
DOGE-WBNB,Uniswap V3,BSC,53601,175.757,175.757,,90.61983,117.98592,Down,3,Dexs,,40.43778,40.43778,88.49026,25810.13781,115935.80423,,175.757,175.757,,,,,,,1%
WSOL-CRIMECOIN,Raydium AMM,Solana,53597,2.51,2.51,,,,,,Dexs,,0.21,0.21,2.51,36900.06253,36900.06253,,2.51,2.51,,,,,,,Concentrated - 0.01%
WETH-VEE,SushiSwap,Polygon,53580,3.24995,3.24995,,-3.03977,-2.32693,Down,2,Dexs,,4.72248,4.72248,7.9601,1590.24675,16219.84723,,3.24995,3.24995,,,,,,,
CANTO-WETH,PancakeSwap AMM V3,Ethereum,53580,0.52346,0.52346,,0.52346,-3.67555,Stable/Up,2,Dexs,,0.32275,0.32275,3.56775,76.84203,917.48833,,0.52346,0.52346,,,,,,,1%
USDC-AXLUSDC,Steer Protocol,Polygon,53577,2.13,2.13,,0.13,-0.84,Stable/Up,1,Liquidity manager,,,,2.26676,,,,2.13,2.13,,,,,,,QuickSwap
ZUN,Zunami Protocol,Ethereum,53559,50.15931,,,-0.04289,5.89773,Down,3,Yield Aggregator,,,,30.50397,,,,50.15931,0,,,,,,,
YFI-UPYFI,StakeDAO,Ethereum,53551,85.81646,0,85.81646,3.55166,37.74809,Down,3,Yield,,,,56.47649,,,,85.81646,0,,,,,,,Yearn
WETH-USDC,Joe V2.1,Arbitrum,53527,11.2632,11.2632,,-11.68171,-21.94518,Stable/Up,2,Dexs,,,,21.42754,9803.63485,,,11.2632,11.2632,,,,,,,
BTCB-WBTC-500,ACryptoS,Arbitrum,53523,13.48,,,0,13.12,Down,3,Liquidity manager,,,,8.97534,,,,13.48,0,,,,,,,Uniswapv3
ELONCOIN-WSOL,Raydium AMM,Solana,53509,91.42,91.42,,,,,,Dexs,,7.51,7.51,91.42,53608.53272,53608.53272,,91.42,91.42,,,,,,,Standard - 0.25%
KEKIUS-WSOL,Raydium AMM,Solana,53472,15.78,15.78,,,-0.98,Down,2,Dexs,,11.05,11.05,82.1914,9249.21853,78789.92395,,15.78,15.78,,,,,,,Standard - 0.25%
LAD-WETH,Uniswap V3,Base,53460,4.44008,4.44008,,,-28.54225,Down,3,Dexs,,,,11.98871,650.32513,19070.30497,,4.44008,4.44008,,,,,,,1%
SNT-WETH,Uniswap V3,Arbitrum,53452,12.39206,12.39206,,-29.0955,-8.88357,Down,3,Dexs,,8.73229,8.73229,5.02492,6049.15403,29920.50368,,12.39206,12.39206,,,,,,,0.3%
MARS-NTRN,Astroport,Neutron,53447,31.34113,2.58792,28.75321,0.98005,8.01373,Down,3,Dexs,,,,29.00468,,,,31.34113,2.58792,,,,,,,
CBETH-WETH,Uniswap V3,Arbitrum,53446,1.1165,1.1165,,1.08089,0.97059,Down,1,Dexs,,3.62036,3.62036,1.74766,544.95775,12403.52277,,2.71904,2.71904,,,,,,,0.3%
HORD-USDC.E,Uniswap V3,Arbitrum,53436,1.42539,1.42539,,1.42539,1.42539,Down,3,Dexs,,0.30523,0.30523,0.34532,695.58427,1045.51733,,1.42539,1.42539,,,,,,,0.3%
CATB-SUI,Cetus AMM,Sui,53425,0.29048,0.29048,,,,,,Dexs,,,,0.29048,4165.71334,,,0.29048,0.29048,,,,,,,0.01%
USDC-EURC,Kamino Liquidity,Solana,53416,10.6592,10.6592,,-5.18769,,Down,3,Liquidity manager,,14.45286,14.45286,6.02557,28163.10765,85398.09518,,10.6592,10.6592,,,,,,,
TGT-RUNE,Thorchain,Ethereum,53374,0.15346,,,-0.00045,0.00766,Stable/Up,1,Dexs,,,,0.76923,,,,0.15346,0,,,,,,,
USDACORE,Angle,Ethereum,53372,0.68416,0.68416,,0.08196,0.63283,Stable/Up,3,CDP,,,,0.10071,,,,0.68416,0.68416,,,,,,,
GTUSDACORE,Morpho Blue,Ethereum,53371,1.4797,0.68416,0.79555,0.08237,0.48376,Stable/Up,2,Lending,,,,1.03758,,,,1.4797,0.68416,,,,,,,
SOL-TRUMP,Orca,Solana,53367,2.89959,2.89959,,0,0,Down,1,Dexs,,4.07087,4.07087,4.36148,923.93975,10671.60559,,2.89959,2.89959,,,,,,,
WSOL-GAYCOIN,Raydium AMM,Solana,53365,56.19,56.19,,,,,,Dexs,,4.62,4.62,56.19,821502.42231,821502.42231,,56.19,56.19,,,,,,,Concentrated - 0.01%
WETH-AXGT,Uniswap V3,Base,53357,47.56321,47.56321,,,15.4189,Down,2,Dexs,,,,26.20833,6952.92586,38619.37431,,47.56321,47.56321,,,,,,,1%
TESLA-WSOL,Raydium AMM,Solana,53354,256.61,256.61,,,,,,Dexs,,21.09,21.09,147.53667,150040.56599,150040.56599,,256.61,256.61,,,,,,,Standard - 0.25%
SPACEX-WSOL,Raydium AMM,Solana,53333,127.74,127.74,,0,,,,Dexs,,10.5,10.5,127.74,74661.83244,74661.83244,,127.74,127.74,,,,,,,Standard - 0.25%
BCUT-WETH,Uniswap V3,Polygon,53304,14.30333,14.30333,,0,9.94006,Down,1,Dexs,,5.67265,5.67265,8.88358,6962.72485,42171.42837,,14.30333,14.30333,,,,,,,0.3%
WSOL-BTDT,Raydium AMM,Solana,53298,36.64,36.64,,,,,,Dexs,,3.01,3.01,36.64,535062.14375,535062.14375,,36.64,36.64,,,,,,,Concentrated - 0.01%
WSOL-$ZERO,Raydium AMM,Solana,53293,60.99,60.99,,,,,,Dexs,,5.01,5.01,60.99,890519.60687,890519.60687,,60.99,60.99,,,,,,,Concentrated - 0.01%
USDT-MONEY,Curve DEX,Optimism,53291,6.04,6.04,,-1.62,6.04,Down,3,Dexs,,,,0.74912,,,,6.04,6.04,,,,,,,
WSOL-LOOPY,Raydium AMM,Solana,53279,75.07,75.07,,,,,,Dexs,,6.17,6.17,75.07,1095836.38296,1095836.38296,,75.07,75.07,,,,,,,Concentrated - 0.01%
ETH-PEPE,Osmosis DEX,Osmosis,53261,0.04411,0.04411,,0.00627,0.04411,Down,1,Dexs,,0.04411,0.04411,0.49658,8367.64168,89245.54609,,0.04411,0.04411,,,,,,,#2182
ALB-DUB,Alien Base V3,Base,53260,62.3669,5.43219,56.93471,10.42838,18.82061,Down,3,Dexs,,0,,40.08903,1765.13212,11309.6228,,62.3669,5.43219,,,,,,,Infinite
WBTC-SOLVBTC,PancakeSwap AMM V3,Arbitrum,53257,2.95179,1.18611,1.76568,0.94587,-14.72885,Stable/Up,2,Dexs,,2.4672,2.4672,7.89647,3461.30905,233199.01722,,2.95179,1.18611,,,,,,,0.05%
KASNIP-WSOL,Raydium AMM,Solana,53252,141.73,141.73,,,,,,Dexs,,11.65,11.65,141.73,82713.37268,82713.37268,,141.73,141.73,,,,,,,Standard - 0.25%
WSOL-SOLREF,Raydium AMM,Solana,53249,1.62,1.62,,,,,,Dexs,,0.13,0.13,1.62,23660.837,23660.837,,1.62,1.62,,,,,,,Concentrated - 0.01%
WAVAX-USDC,Uniswap V3,Avalanche,53235,67.57179,67.57179,,19.98333,64.39042,Down,3,Dexs,,6.98093,6.98093,8.44555,32850.85268,66062.82608,,67.57179,67.57179,,,,,,,0.3%
LISUSD,Kinza Finance,BSC,53191,0.60224,0.60224,,0,0.02842,Stable/Up,2,Lending,,,,0.88684,,,,0.60224,0.60224,-3.84345,,-3.84345,65214,12022,53192,
SHEEP-WSOL,Raydium AMM,Solana,53174,312.48,312.48,,,,,,Dexs,,25.68,25.68,312.48,182090.41355,182090.41355,,312.48,312.48,,,,,,,Standard - 0.25%
WSTETH-WETH,Balancer V2,Arbitrum,53166,0.11665,0.11645,0.0002,-0.15689,0.0715,Stable/Up,1,Dexs,,,,0.0721,,,,0.6369833333333333,0.6367833333333333,,,,,,,
WSOL-FINE,Raydium AMM,Solana,53135,94.75,94.75,,,,,,Dexs,,7.79,7.79,94.75,1379293.37141,1379293.37141,,94.75,94.75,,,,,,,Concentrated - 0.01%
TFC-WSOL,Raydium AMM,Solana,53128,17.76,17.76,,-39.63,,,,Dexs,,11.93,11.93,59.0032,10340.67234,84474.90522,,17.76,17.76,,,,,,,Standard - 0.25%
WSOL-BM,Raydium AMM,Solana,53118,72.04,72.04,,,,,,Dexs,,5.92,5.92,72.04,1048419.6392,1048419.6392,,72.04,72.04,,,,,,,Concentrated - 0.01%
SOL-POPCAT,Orca,Solana,53083,58.6686,58.6686,,0,0,Down,2,Dexs,,37.81849,37.81849,56.19454,58783.8759,279578.1366,,58.6686,58.6686,,,,,,,
WSOL-WSTDOG,Raydium AMM,Solana,53060,115.28,115.28,,,,,,Dexs,,9.48,9.48,98.16,1675863.22007,1675863.22007,,115.28,115.28,,,,,,,Concentrated - 0.01%
USDC-SHRAP,Uniswap V3,Avalanche,53002,0.70393,0.70393,,-1.83743,-8.5993,Stable/Up,2,Dexs,,0,,4.06268,102.21934,1429.75813,,0.70393,0.70393,,,,,,,1%
WSOL-WHEN,Raydium AMM,Solana,53001,1.32,1.32,,,,,,Dexs,,0.11,0.11,1.32,19171.46327,19171.46327,,1.32,1.32,,,,,,,Concentrated - 0.01%
WSOL-HOUSE,Raydium AMM,Solana,52962,10650.48,10650.48,,5613.07,,,,Dexs,,1161.1,1161.1,2732.95013,386346.86941,512446.6058,,10650.48,10650.48,,,,,,,Concentrated - 4%
PUPPET-SUI,Cetus AMM,Sui,52952,1.7008,1.7008,,,,,,Dexs,,,,1.7008,22999.09432,,,1.7008,1.7008,,,,,,,0.01%
BRLA-SDAI,Balancer V3,Gnosis,52947,1.97492,1.97492,,-0.86184,-0.00635,Down,1,Dexs,,,,2.90615,,,,1.97492,1.97492,,,,,,,
DEUSD-DAI,Curve DEX,Ethereum,52924,0.18,0.18,,-0.58,0.12,Down,3,Dexs,,,,0.3229,,,,0.18,0.18,,,,,,,
WESTIN-WSOL,Raydium AMM,Solana,52923,112.48,112.48,,,,,,Dexs,,9.24,9.24,112.48,65235.04705,65235.04705,,112.48,112.48,,,,,,,Standard - 0.25%
WSOL-TD,Raydium AMM,Solana,52914,54.89,54.89,,,,,,Dexs,,4.51,4.51,54.89,795746.42418,795746.42418,,54.89,54.89,,,,,,,Concentrated - 0.01%
BLONDE-WETH,Uniswap V3,Base,52870,14.14775,14.14775,,,-0.88176,Down,1,Dexs,,,,2.27843,2049.27346,5037.22301,,14.14775,14.14775,,,,,,,1%
FTM-WETH,SushiSwap,Ethereum,52830,7.40728,7.40728,,0.50092,-2.65178,Down,2,Dexs,,7.48417,7.48417,11.77352,3573.78207,25345.60131,,7.40728,7.40728,,,,,,,
WSOL-DEEP,Raydium AMM,Solana,52822,17.84,17.84,,,,Down,1,Dexs,,6.65,6.65,49.08598,10327.50857,46851.28429,,17.84,17.84,,,,,,,Standard - 0.25%
WSOL-HUMANIZE,Raydium AMM,Solana,52786,14.11,14.11,,,,,,Dexs,,1.16,1.16,14.11,204056.15708,204056.15708,,14.11,14.11,,,,,,,Concentrated - 0.01%
WETH-CLUTCH,Camelot V3,Arbitrum,52740,23.06006,23.06006,,8.40997,20.13222,Stable/Up,2,Dexs,,13.96047,13.96047,23.05775,5501.14747,23376.66116,,23.06006,23.06006,,,,,,,
ELONCOIN-WSOL,Raydium AMM,Solana,52717,89.11,89.11,,,,,,Dexs,,7.32,7.32,89.11,51483.13199,51483.13199,,89.11,89.11,,,,,,,Standard - 0.25%
USDC.E-USDT,Clip Finance,Linea,52716,10.64,,,,0,Down,2,Liquidity manager,,,,10.64,,,,10.64,0,,,,,,,
WSOL-THELION,Raydium AMM,Solana,52684,260.84,260.84,,17.32,103.04,Down,3,Dexs,,90.91,90.91,555.87571,150597.13708,638591.96086,,260.84,260.84,,,,,,,Standard - 0.25%
BOME-ELON,Raydium AMM,Solana,52679,2.31,2.31,,,1.55,Stable/Up,1,Dexs,,1.14,1.14,5.00477,33362.18649,199461.09406,,2.31,2.31,,,,,,,Concentrated - 0.01%
IONICUSDC,Morpho Blue,Base,52673,4.73567,4.43727,0.2984,-0.82739,-0.98256,Down,1,Lending,,,,5.36162,,,,4.73567,4.43727,,,,,,,
USDC-USDT-100,ACryptoS,Arbitrum,52654,6.43,,,1.45,-4.98,Stable/Up,1,Liquidity manager,,,,10.51745,,,,6.43,0,,,,,,,Uniswapv3
WETH-OPP,Velodrome V2,Optimism,52651,16.12915,,16.12915,0.40258,-0.47587,Stable/Up,3,Dexs,,,,16.26243,,,,16.12915,0,,,,,,,volatile - 1%
WBTC-USDC,Merkl,Polygon,52650,40.47584,,40.47584,4.14048,10.64964,Stable/Up,2,Yield,,,,34.10647,,,,40.47584,0,,,,,,,
CRVUSD+ETH+CRV,Concentrator,Ethereum,52643,12.66,,,-4.48,0.24,Stable/Up,1,Yield,,,,11.57143,,,,12.66,0,,,,,,,
TRUMPCARD-SUI,Cetus AMM,Sui,52640,0.31213,0.31213,,,,,,Dexs,,,,0.31213,4406.27842,,,0.31213,0.31213,,,,,,,0.01%
USDC-MOXIE,Uniswap V2,Base,52632,52.825,52.825,,21.91997,44.28729,Down,2,Dexs,,57.36892,57.36892,150.5364,25390.8937,193555.11586,,52.825,52.825,,,,,,,
ROCKETPOOLETH,Concentrator,Ethereum,52586,0.18,,,-0.04,0.03,Stable/Up,3,Yield,,,,1.47661,,,,0.18,0,,,,,,,
WSOL-$MDOG,Raydium AMM,Solana,52585,17.16,17.16,,,,,,Dexs,,7.57,7.57,33.93989,9886.70013,53050.09093,,17.16,17.16,,,,,,,Standard - 0.25%
WSOL-KWANT,Raydium AMM,Solana,52563,43.96,43.96,,-6.87,,Down,3,Dexs,,18.05,18.05,29.40263,25319.71576,126475.69659,,43.96,43.96,,,,,,,Standard - 0.25%
WSOL-DIDGAY,Raydium AMM,Solana,52558,54.76,54.76,,,,,,Dexs,,4.5,4.5,54.76,788571.4341,788571.4341,,54.76,54.76,,,,,,,Concentrated - 0.01%
WSOL-NMAX,Raydium AMM,Solana,52550,57.47,57.47,,,,,,Dexs,,4.72,4.72,36.82,827351.91006,827351.91006,,57.47,57.47,,,,,,,Concentrated - 0.01%
SUID-SUI,Turbos,Sui,52542,0.00169,0.00169,,0,0,,,Dexs,,0.00024,0.00024,0.00655,0.94379,0.94379,,0.00169,0.00169,,,,,,,0.3%
USDC-USDT,Lynex V2,Linea,52539,4.78747,4.78747,,-0.05483,3.16289,Down,1,Dexs,,,,4.83668,,,,4.78747,4.78747,,,,,,,Clip (Tight)
FXS-SDFXS,Curve DEX,Ethereum,52538,3.55535,0.1,3.45535,0.26073,0.26148,Down,1,Dexs,,,,8.94003,,,,3.55535,0.1,,,,,,,
AAVE-RUNE,Thorchain,Ethereum,52523,6.96082,,,-0.01557,0.09634,Stable/Up,1,Dexs,,,,4.99384,,,,6.96082,0,,,,,,,
WSOL-$OG,Raydium AMM,Solana,52508,15.68,15.68,,-23.76,,Down,1,Dexs,,10.13,10.13,63.18726,9023.71857,70912.20568,,15.68,15.68,,,,,,,Standard - 0.25%
WSOL-PLN,Raydium AMM,Solana,52498,16.84,16.84,,,,,,Dexs,,1.38,1.38,16.84,242266.03815,242266.03815,,16.84,16.84,,,,,,,Concentrated - 0.01%
WETH-OP,Uniswap V3,Optimism,52496,26.32444,26.32444,,19.06908,21.35204,Stable/Up,1,Dexs,,6.30645,6.30645,9.20606,3786.1388,14200.55529,,26.32444,26.32444,,,,,,,1%
USDC-AXLUSDC,Camelot V3,Arbitrum,52486,9.22059,9.22059,,0.25492,2.41293,Down,3,Dexs,,9.31862,9.31862,8.0895,147322.44332,1045084.74343,,9.22059,9.22059,,,,,,,
WSOL-BLYTHIFY,Raydium AMM,Solana,52466,86.98,86.98,,,,,,Dexs,,7.15,7.15,57.19,1250337.75318,1250337.75318,,86.98,86.98,,,,,,,Concentrated - 0.01%
WSOL-COLOSSAL,Raydium AMM,Solana,52455,1.98,1.98,,,,,,Dexs,,0.16,0.16,1.98,28387.5838,28387.5838,,1.98,1.98,,,,,,,Concentrated - 0.01%
ALB-WETH,Alien Base V3,Base,52447,1.5911,1.5911,,-1.78398,1.08519,Down,2,Dexs,,0,,1.06757,762.08919,6944.3283,,1.5911,1.5911,,,,,,,0.3%
USDC-USDT.E,Uniswap V3,Avalanche,52419,0.06108,0.06108,,-0.64048,-0.85849,Down,1,Dexs,,2.60349,2.60349,106.9563,29.23919,17760.97265,,0.06108,0.06108,,,,,,,0.3%
$GOKO-WSOL,Raydium AMM,Solana,52387,163.29,163.29,,,,,,Dexs,,13.42,13.42,2275.42219,1171821.52877,1171821.52877,,163.29,163.29,,,,,,,Concentrated - 0.02%
ETH,Hop Protocol,Linea,52385,7.26428,0.39475,6.86954,0.63792,2.93197,Down,2,Cross Chain Bridge,,,,4.96959,,,,7.26428,0.39475,,,,,,,
CRV-VSDCRV-ASDCRV,Beefy,Arbitrum,52380,31.39471,,,-1.7798,-0.16664,Down,1,Yield Aggregator,,,,30.7407,,,,31.39471,0,,,,,,,Convex
SNSY-WETH,Steer Protocol,Arbitrum,52369,41.55,41.55,,-17.87,28.41,Down,3,Liquidity manager,,,,13.56003,,,,41.55,41.55,,,,,,,Sushi
WSOL-300BAUD,Raydium AMM,Solana,52353,20.34,20.34,,,,Down,1,Dexs,,9.44,9.44,55.35245,11670.86495,65916.50844,,20.34,20.34,,,,,,,Standard - 0.25%
USDC,Affine DeFi Earn,Polygon,52332,3.56604,3.56604,,1.19949,-0.12038,Stable/Up,1,Yield Aggregator,,3.7664,3.7664,3.51178,,,,3.56604,3.56604,,,,,,,USDC.e Earn - Polygon
OHM-DAI,SushiSwap,Ethereum,52306,3.11372,3.11372,,1.29871,1.71293,Down,3,Dexs,,1.85146,1.85146,1.18239,1487.37524,6207.90155,,3.11372,3.11372,,,,,,,
ADA-HOSKY,Minswap,Cardano,52300,3.63,3.63,,0.02,0.79,Down,1,Dexs,,,,4.33768,,,,3.63,3.63,,,,,,,V1
DOGEMOON-SUI,Cetus AMM,Sui,52289,0.1667,0.1667,,,,,,Dexs,,,,0.1667,2362.38566,,,0.1667,0.1667,,,,,,,0.01%
WSOL-GHIBLIPORO,Raydium AMM,Solana,52287,44.61,44.61,,,,,,Dexs,,3.67,3.67,44.61,639034.41051,639034.41051,,44.61,44.61,,,,,,,Concentrated - 0.01%
USDC-WBTC,Cetus AMM,Sui,52275,246.66511,38.37309,208.29202,,,Down,3,Dexs,,,,57.50605,22070.09979,,,246.66511,38.37309,,,,,,,0.25%
GROOVE-WETH,Uniswap V3,Base,52273,8.6523,8.6523,,,7.62821,Stable/Up,1,Dexs,,,,2.28785,1239.11848,2876.40511,,8.6523,8.6523,,,,,,,1%
WETH-CIP,Uniswap V3,Arbitrum,52267,30.55535,30.55535,,-25.20335,11.1479,Down,3,Dexs,,23.92122,23.92122,15.86423,14584.76339,80146.56741,,30.55535,30.55535,,,,,,,0.3%
STETH-NG-F,Yearn Finance,Ethereum,52254,4.10511,4.10511,,,1.98687,Down,3,Yield Aggregator,,,,2.50178,,,,5.66611,5.66611,,,,,,,
WSOL-DOPE,Raydium AMM,Solana,52243,40.57,40.57,,-6.94,7.66,Down,2,Dexs,,23.63,23.63,709.86706,23226.73783,164633.41763,,40.57,40.57,,,,,,,Standard - 0.25%
B-80BAL-20WETH-WETH,Balancer V2,Ethereum,52239,35.07847,35.07847,,-15.98654,34.47021,Down,3,Dexs,,,,5.99716,,,,35.07847,35.07847,,,,,,,
LP-USDT,Wombat Exchange,BSC,52236,0.00306,0,0.00306,0,0.00011,,,Dexs,,,,0.00338,,,,0.00306,0,,,,,,,
WSOL-KIB,Raydium AMM,Solana,52221,21.13,21.13,,,-10.81,,,Dexs,,2.95,2.95,31.0812,12095.13441,20556.6845,,21.13,21.13,,,,,,,Standard - 0.25%
